id,title,abstract,category,predicted_category
38769229,"Impact of etiology, sex, diabetes mellitus and remission status on erythrocytic profile in patients with cushing's syndrome: a large population database study.","The study aimed to characterize the erythrocytic profile in patients with cushing's syndrome (CS) versus controls from the normal population according to etiology, sex, presence of diabetes mellitus (DM) and hypercortisolemia remission status. This retrospective cohort analysis compared erythrocytic parameters between patients with CS of pituitary (CD) and adrenal (aCS) etiology and age, sex, body mass index (BMI) and socioeconomic status-matched controls in a 1:5 ratio. Laboratory values at baseline were calculated as mean values during the year preceding CS diagnosis, and over one year thereafter. The cohort included 397 CS patients (68.26% female; mean age 51.11 ± 16.85 years) and 1970 controls. Patients with CS had significantly higher baseline median levels of hemoglobin (Hgb) (13.70 g/dL vs. 13.12 g/dL [p < 0.0001]) and hematocrit (Hct) (41.64% vs. 39.80% [p < 0.0001]) compared to controls. These differences were observed for both CD and aCS and for both sexes. Patients who attained remission had Hgb and Hct levels comparable to controls (13.20 g/dL and 40.08% in patients with CD and aCS vs. 13.20 g/dL and 39.98% in controls). Meanwhile, those with persistent/recurrent disease maintained elevated levels. Patients with comorbid DM had similar Hgb but higher Hct (p = 0.0419), while patients without DM showed elevated erythrocytic values compared to controls (p < 0.0001). Our data illustrates that erythrocytic parameters are directly influenced by glucocorticoid excess as Hgb and Hct are higher in patients with CS, and normalize after remission. We have identified the influence of DM on erythrocytic parameters in patients with CS for the first time.",1,diagnosis
38769223,"Formulation of Saxagliptin Oral Films: Optimization, Physicochemical Characterization, In-Vivo Assessment, and In-Vitro Real-Time Release Monitoring via a Novel Polyaniline Nanoparticles-Based Solid-Contact Screen Printed Ion-Selective Electrode.","Oral dispersible films have received broad interest due to fast drug absorption and no first-path metabolism, leading to high bioavailability and better patient compliance. Saxagliptin (SXG) is an antidiabetic drug that undergoes first-path metabolism, resulting in a less active metabolite, so the development of SXG oral dispersible films (SXG-ODFs) improves SXG bioavailability. The formula optimisation included a response surface experimental design and the impact of three formulation factors, the type and concentration of polymer and plasticiser concentration on in-vitro disintegration time and folding endurance. Two optimised SXG-ODFs prepared using either polyvinyl alcohol (PVA) or hydroxypropyl methylcellulose were investigated. SXG-ODFs prepared with PVA demonstrated a superior rapid disintegration time, ranging from 17 to 890 s, with the fastest disintegration time recorded at 17 s. These short durations can be attributed to the hydrophilic nature of PVA, facilitating rapid hydration and disintegration upon contact with saliva. Additionally, PVA-based films displayed remarkable folding endurance, surpassing 200 folds without rupture, indicating flexibility and stability. The high tensile strength of PVA-based films further underscores their robust mechanical properties, with tensile strength values reaching up to 4.53 MPa. SXG exhibits a UV absorption wavelength of around 212 nm, posing challenges for traditional quantitative spectrophotometric analysis, so a polyaniline nanoparticles-based solid-contact screen-printed ion-selective electrode (SP-ISE) was employed for the determination of SXG release profile effectively in comparison to HPLC. SP-ISE showed a better real-time release profile of SXG-ODFs, and the optimised formula showed lower blood glucose levels than commercial tablets.",2,diagnosis
38769209,Sex-specific association of serum dehydroepiandrosterone and its sulfate levels with osteoporosis in type 2 diabetes.,"This study is to investigate the relation between serum dehydroepiandrosterone (DHEA) and its sulfate (DHEAS) levels and the risk of osteoporosis in patients with T2DM. This cross-sectional study involved 938 hospitalized patients with T2DM. Linear regression models were used to explore the relationship between DHEA and DHEAS and the BMD at different skeletal sites. Multinominal logistic regression models and the restricted cubic spline (RCS) were used to evaluate the associations of DHEA and DHEAS with the risks of osteopenia and/or osteoporosis. In postmenopausal women with T2DM, after adjustment for confounders including testosterone and estradiol, DHEA showed a significant positive correlation with lumbar spine BMD (P = 0.013). Moreover, DHEAS exhibited significant positive correlations with BMD at three skeletal sites: including femoral neck, total hip, and lumbar spine (all P < 0.05). Low DHEA and DHEAS levels were associated with increased risk of osteopenia and/or osteoporosis (all P < 0.05) and the risk of osteoporosis gradually decreased with increasing DHEAS levels (P overall = 0.018, P-nonlinear = 0.559). However, DHEA and DHEAS levels in men over the age of 50 with T2DM were not associated with any of above outcomes. In patients with T2DM, independent of testosterone and estradiol, higher DHEA and DHEAS levels are associated with higher BMD and lower risk of osteopenia/osteoporosis in postmenopausal women but not men over the age of 50.",2,diagnosis
38769135,Geriatric Nutritional Risk Index is associated with adverse outcomes in patients with hypertension: the Fukushima Cohort study.,"Malnutrition is reportedly associated with adverse clinical outcomes in various populations. However, associations between nutritional status and adverse outcomes in patients with hypertension have not been sufficiently elucidated. We therefore aimed to investigate the impact of nutritional status as evaluated by the Geriatric Nutritional Risk Index (GNRI) on adverse outcomes in patients with hypertension. We conducted a retrospective cohort study of 1588 hypertensive patients enrolled in the Fukushima Cohort Study. Participants were categorized into tertiles (T1-T3) according to GNRI at baseline. The primary endpoint of the present study was a kidney event, defined as a combination of a 50% decline in eGFR from baseline and end-stage kidney disease requiring kidney replacement therapy. Associations between GNRI and kidney events were assessed using Kaplan-Meier curves and multivariate Cox regression analyses. Median age was 64 years, 55% were men, median eGFR was 63.1 mL/min/1.73 m<sup>2</sup>, and median GNRI was 101.3. The lower GNRI group (T1) showed an increased incidence of kidney events in the Kaplan-Meier curve analysis. Compared to the highest GNRI group (T3), lower GNRI carried a higher risk of kidney events for both T2 (hazard ratio [HR] 1.38, 95% confidence interval [CI] 0.71-2.68) and T1 (HR 3.59, 95%CI 1.96-6.63). Similar relationships were observed for risks of all-cause death and cardiovascular events. Lower GNRI was associated with kidney events, all-cause death, and cardiovascular events in patients with hypertension. Nutritional status as evaluated by GNRI could offer a simple and useful predictor of adverse outcomes in this population.",2,diagnosis
38769127,Protein carbonylation causes sarcoplasmic reticulum Ca<sup>2+</sup> overload by increasing intracellular Na<sup>+</sup> level in ventricular myocytes.,"Diabetes is commonly associated with an elevated level of reactive carbonyl species due to alteration of glucose and fatty acid metabolism. These metabolic changes cause an abnormality in cardiac Ca<sup>2+</sup> regulation that can lead to cardiomyopathies. In this study, we explored how the reactive α-dicarbonyl methylglyoxal (MGO) affects Ca<sup>2+</sup> regulation in mouse ventricular myocytes. Analysis of intracellular Ca<sup>2+</sup> dynamics revealed that MGO (200 μM) increases action potential (AP)-induced Ca<sup>2+</sup> transients and sarcoplasmic reticulum (SR) Ca<sup>2+</sup> load, with a limited effect on L-type Ca<sup>2+</sup> channel-mediated Ca<sup>2+</sup> transients and SERCA-mediated Ca<sup>2+</sup> uptake. At the same time, MGO significantly slowed down cytosolic Ca<sup>2+</sup> extrusion by Na<sup>+</sup>/Ca<sup>2+</sup> exchanger (NCX). MGO also increased the frequency of Ca<sup>2+</sup> waves during rest and these Ca<sup>2+</sup> release events were abolished by an external solution with zero [Na<sup>+</sup>] and [Ca<sup>2+</sup>]. Adrenergic receptor activation with isoproterenol (10 nM) increased Ca<sup>2+</sup> transients and SR Ca<sup>2+</sup> load, but it also triggered spontaneous Ca<sup>2+</sup> waves in 27% of studied cells. Pretreatment of myocytes with MGO increased the fraction of cells with Ca<sup>2+</sup> waves during adrenergic receptor stimulation by 163%. Measurements of intracellular [Na<sup>+</sup>] revealed that MGO increases cytosolic [Na<sup>+</sup>] by 57% from the maximal effect produced by the Na<sup>+</sup>-K<sup>+</sup> ATPase inhibitor ouabain (20 μM). This increase in cytosolic [Na<sup>+</sup>] was a result of activation of a tetrodotoxin-sensitive Na<sup>+</sup> influx, but not an inhibition of Na<sup>+</sup>-K<sup>+</sup> ATPase. An increase in cytosolic [Na<sup>+</sup>] after treating cells with ouabain produced similar effects on Ca<sup>2+</sup> regulation as MGO. These results suggest that protein carbonylation can affect cardiac Ca<sup>2+</sup> regulation by increasing cytosolic [Na<sup>+</sup>] via a tetrodotoxin-sensitive pathway. This, in turn, reduces Ca<sup>2+</sup> extrusion by NCX, causing SR Ca<sup>2+</sup> overload and spontaneous Ca<sup>2+</sup> waves.",2,diagnosis
38769046,"Perinatal factors and early neonatal outcomes of abnormal birthweight infants in Hangzhou, China, 2015-2021: a retrospective cohort study.","This study aimed to investigate the perinatal factors and early neonatal outcomes of abnormal birth weight (ABW) in Hangzhou, China from 2015 to 2021. A retrospective cohort study was designed to analyse the data of 76 847 newborns, in which the case groups included 3042 cases of low birth weight (LBW) and 2941 cases of fetal macrosomia (MAC), and 70 864 cases of normal weight were as the reference group. The incidence of LBW and MAC was 3.96% and 3.83% in Hangzhou, China from 2015 to 2021. Prematurity (<37 weeks), multiple births, hospitalisation >7 days, fetal anomalies, caesarean section, pregnancy complications, maternal coinfection with pathogens and summer births would be correlated with the incidence of LBW (ORs=43.50, 7.60, 2.09, 1.89, 1.57, 1.28, 1.19 and 1.18, all p<0.05). Factors such as post-term pregnancy (>41 weeks), scarred uterus, anterior vaginal incision and gravidity ≥2 were correlated with decreased incidence of LBW, with ORs of 0.05, 0.54, 0.65 and 0.80. Moreover, caesarean delivery, post-term pregnancy (> 41 weeks), parity ≥1, lateral vaginal incision, gravidity ≥2, hospitalisation >7 days, winter births and pregnancy complications also have association with the incidence of MAC (ORs=3.92, 2.73, 2.19, 1.87, 1.22, 1.20, 1.17 and 1.13, all p<0.05) while prematurity (<37 weeks), scarred uterus and anterior vaginal incision have close association with decreased incidence of MAC, with ORs of 0.07, 0.21 and 0.74 (all p<0.05). There was a trend of yearly increase in ABW in Hangzhou, China from 2015 to 2021. Several neonatal and maternal-related variables such as caesarean section, pregnancy complications and hospitalisation >7 days are associated with the odds of LBW and MAC, however, factors such as pregnancy with scarred uterus relate to the decrease of ABW. Close monitoring and intervention during pregnancy are essential to reduce the occurrence of ABW.",2,treatment
38769035,Comprehensive outcomes after Roux-en-Y gastric bypass with a near-complete 15-year follow-up.,"Laparoscopic Roux-en-Y gastric bypass has a well-established safety and efficacy profile in the short and mid-term. Long-term outcomes remain limited in the literature, especially for follow-up periods of >10 years. The purpose of the study is to evaluate the long-term durability and safety of laparoscopic Roux-en-Y gastric bypass over a near-complete 15-year follow-up. This is a single-center retrospective cohort study of patients who underwent primary laparoscopic Roux-en-Y gastric bypass between 2008 and 2009 with ≥14-year follow-up. Data collected and analyzed were weight loss, obesity-related medical condition resolution and recurrence, weight recurrence, complication rate, and mortality rate. A total of 264 patients were included. Patients were predominantly female (81.8%), and the mean age and preoperative body mass index were 48.5 ± 12.2 years and 44.9 ± 7.3 kg/m<sup>2</sup>, respectively. The maximum mean percentage total weight loss achieved at 1 year was 31.5% ± 5.7% and was consistently >20% throughout follow-up. Sustained resolution of obesity-related medical conditions was achieved with a remission rate of 60.8% for type 2 diabetes mellitus, 46.7% for denoted dyslipidemia, and 40% for hypertension. Obesity-related medical condition recurrence was observed with a recurrence rate of 24.1% for type 2 diabetes mellitus, 17.9% for hypertension, and 14.8% for denoted dyslipidemia. Significant factors associated with weight loss were maximum percentage total weight loss and preoperative type 2 diabetes mellitus. Over 15 years, the weight recurrence rate was 51.1%, with predictors of higher preoperative body mass index and preoperative type 2 diabetes mellitus. Laparoscopic Roux-en-Y gastric bypass provides sustainable weight loss over a 15-year period, with consistent long-term weight-loss outcomes and resolution of obesity-related medical conditions sustained for ≥10 years after surgery.",2,diagnosis
38768417,Assessing Patterns of CGM use and Metrics of Glycemic Control in T1D and T2D Patients in the Veterans Healthcare System: Integrating CGM Device Data with EHR Data.,"To integrate long-term daily continuous glucose monitoring (CGM) device data with electronic health records (EHR) for type 1 and type 2 diabetes patients in the Veterans Affairs Healthcare System to assess real-world patterns of CGM use and the reliability of EHR-based CGM information. This observational study used Dexcom CGM device data linked with EHR (from 2015-2020) for a large national cohort of diabetes patients. We tracked the initiation and consistency of CGM use, assessed concordance of CGM use and measures of glucose control between CGM device data and EHR records, and examined results by age, ethnicity, and diabetes type. The time from pharmacy release of CGM to patients to initiation of uploading CGM data to Dexcom servers averaged three weeks but demonstrated wide variation among individuals; importantly, this delay decreased markedly over the later years. The average daily wear time of CGM exceeded 22 hours over nearly three years of follow-up. Patterns of CGM use were generally consistent across age, race/ethnicity groups and diabetes type. There was strong concordance between EHR-based estimates of CGM use and Dexcom CGM wear time and between estimates of glucose control from both sources. The study demonstrates our ability to reliably integrate CGM devices and EHR data to provide valuable insights into CGM use patterns. The results indicate in the real-world environment that CGM is worn consistently over many years for both type 1 and type 2 patients within the Veterans Affairs Healthcare System and is similar across major race/ethnicity and age groups.",2,diagnosis
38768416,Continuous glucose monitoring and recreational scuba diving in type 1 diabetes: head-to-head comparison between Free Style Libre 3 and Dexcom G7 performance.,"Background Scuba diving was previously excluded because of hypoglycemic risks for type 1 diabetic patients (T1DM). Specific eligibility criteria and a safety protocol have been defined, while continuous glucose monitoring (CGM) systems have enhanced diabetes management. This study aims to assess the feasibility and accuracy of CGM Dexcom G7 (DG7) and Free Style Libre 3 (FSL3) in a setting of repetitive scuba diving in T1DM, exploring the possibility of non-adjunctive use. Material and methods The study was conducted during an event of Diabete Sommerso® association in November 2023. Participants followed a safety protocol, with capillary glucose as reference standard (Beurer GL50Evo). Sensors accuracy was evaluated through Median and Mean Absolute Relative Difference (MeARD and MARD) and Surveillance Error Grid (SEG) Analysis. Sub-analyses were performed by glycemic range, timing, gender. Data distribution and correlation was estimated by Spearman test and Bland-Altman plots. The ability of sensors to identify hypoglycaemia was assessed by contingency tables. Participants completed a satisfation questionnaire. Results Data from 202 dives of 13 patients were collected. The overall MARD was 31% for DG7 and 14.2% for FSL3, MeARD 19.7% and 11.6% respectively. FSL3 exhibited better accuracy in normoglycemic and hyperglycemic ranges. SEG analysis showed 82.1% (DG7) and 97.4% (FSL3) data on no-risk zone. FSL3 better performed on hypoglycemia identification (diagnostic odds ratio of 254.10 vs 58.95). Neither of sensors reached the MARD for non-adjunctive use. Patient satisfaction favored FSL3 for size and minimal bulk, while DG7 received positive feedback for versatility. Conclusions The study reveals FSL3 superior accuracy compared to DG7 in a setting of repetitive scuba diving in T1DM, except for hypoglycemic range. Both sensors fails to achieve accuracy for non-adjunctive use. Capillary tests remain crucial for safe dive planning, and sensor data should be interpreted cautiously. We suggest exploring additional factors potentially influencing sensor performance.",2,diagnosis
38768366,Glucose Regulation of β-Cell KATP Channels: It Is Time for a New Model!,"An agreed-upon consensus model of glucose-stimulated insulin secretion from healthy β-cells is essential for understanding diabetes pathophysiology. Since the discovery of the KATP channel in 1984, an oxidative phosphorylation (OxPhos)-driven rise in ATP has been assumed to close KATP channels to initiate insulin secretion. This model lacks any evidence, genetic or otherwise, that mitochondria possess the bioenergetics to raise the ATP/ADP ratio to the triggering threshold, and conflicts with genetic evidence demonstrating that OxPhos is dispensable for insulin secretion. It also conflates the stoichiometric yield of OxPhos with thermodynamics, and overestimates OxPhos by failing to account for established features of β-cell metabolism, such as leak, anaplerosis, cataplerosis, and NADPH production that subtract from the efficiency of mitochondrial ATP production. We have proposed an alternative model, based on the spatial and bioenergetic specializations of β-cell metabolism, in which glycolysis initiates insulin secretion. The evidence for this model includes that 1) glycolysis has high control strength over insulin secretion; 2) glycolysis is active at the correct time to explain KATP channel closure; 3) plasma membrane-associated glycolytic enzymes control KATP channels; 4) pyruvate kinase has favorable bioenergetics, relative to OxPhos, for raising ATP/ADP; and 5) OxPhos stalls before membrane depolarization and increases after. Although several key experiments remain to evaluate this model, the 1984 model is based purely on circumstantial evidence and must be rescued by causal, mechanistic experiments if it is to endure.",2,diagnosis
38768365,Glucose Regulation of β-Cell KATP Channels: Is a New Model Needed?,"The canonical model of glucose-induced increase in insulin secretion involves the metabolism of glucose via glycolysis and the citrate cycle, resulting in increased ATP synthesis by the respiratory chain and the closure of ATP-sensitive K+ (KATP) channels. The resulting plasma membrane depolarization, followed by Ca2+ influx through L-type Ca2+ channels, then induces insulin granule fusion. Merrins and colleagues have recently proposed an alternative model whereby KATP channels are controlled by pyruvate kinase, using glycolytic and mitochondrial phosphoenolpyruvate (PEP) to generate microdomains of high ATP/ADP immediately adjacent to KATP channels. This model presents several challenges. First, how mitochondrially generated PEP, but not ATP produced abundantly by the mitochondrial F1F0-ATP synthase, can gain access to the proposed microdomains is unclear. Second, ATP/ADP fluctuations imaged immediately beneath the plasma membrane closely resemble those in the bulk cytosol. Third, ADP privation of the respiratory chain at high glucose, suggested to drive alternating, phased-locked generation by mitochondria of ATP or PEP, has yet to be directly demonstrated. Finally, the approaches used to explore these questions may be complicated by off-target effects. We suggest instead that Ca2+ changes, well known to affect both ATP generation and consumption, likely drive cytosolic ATP/ADP oscillations that in turn regulate KATP channels and membrane potential. Thus, it remains to be demonstrated that a new model is required to replace the existing, mitochondrial bioenergetics-based model.",2,diagnosis
38768242,Transgender health objectives of training for adult Endocrinology and Metabolism programs: Outcomes of a modified-Delphi study.,"Transgender people encounter significant barriers when seeking timely, high-quality healthcare, resulting in unmet medical needs with increased rates of diabetes, asthma, chronic obstructive pulmonary disease, and HIV. The paucity of postgraduate medical education to invest in standardization of transgender health training sustains these barriers, leaving physicians feeling unprepared and averse to provide transgender health care. Closing this education gap and improving transgender healthcare necessitates the development of consensus-built transgender health objectives of training (THOOT), particularly in Adult Endocrinology and Metabolism Residency programs. We conducted a two-round modified-Delphi process involving a nationally representative panel of experts, including Adult Endocrinology and Metabolism program directors, physician content experts, residents, and transgender community members, to identify THOOT for inclusion in Canadian Endocrinology and Metabolism Residency programs. Participants used a 5-point Likert scale to assess THOOT importance for curricular inclusion, with opportunities for written feedback. Data was collected through Qualtrics and analyzed after each round. In the first Delphi round, panelists reviewed and rated 81 literature extracted THOOT, achieving consensus on all objectives. Following panelists' feedback, 5 THOOT were added, 9 removed, 34 consolidated into 12 objectives, and 47 were rephrased or retained. In the second Delphi round, panelists assessed 55 THOOT. Consensus was established for 8 THOOT. Program directors' post-Delphi feedback further consolidated objectives to arrive at 4 THOOT for curriculum inclusion. To our knowledge, this is the first time a consensus-based approach has been used to establish THOOT for any subspecialty postgraduate medicine program across Canada or the United States. Our results lay the foundation towards health equity and social justice in transgender health medical education, offering a blueprint for future innovations.",2,diagnosis
38768222,A novel fusion of genetic grey wolf optimization and kernel extreme learning machines for precise diabetic eye disease classification.,"In response to the growing number of diabetes cases worldwide, Our study addresses the escalating issue of diabetic eye disease (DED), a significant contributor to vision loss globally, through a pioneering approach. We propose a novel integration of a Genetic Grey Wolf Optimization (G-GWO) algorithm with a Fully Convolutional Encoder-Decoder Network (FCEDN), further enhanced by a Kernel Extreme Learning Machine (KELM) for refined image segmentation and disease classification. This innovative combination leverages the genetic algorithm and grey wolf optimization to boost the FCEDN's efficiency, enabling precise detection of DED stages and differentiation among disease types. Tested across diverse datasets, including IDRiD, DR-HAGIS, and ODIR, our model showcased superior performance, achieving classification accuracies between 98.5% to 98.8%, surpassing existing methods. This advancement sets a new standard in DED detection and offers significant potential for automating fundus image analysis, reducing reliance on manual examination, and improving patient care efficiency. Our findings are crucial to enhancing diagnostic accuracy and patient outcomes in DED management.",2,diagnosis
38768161,"Design of a bi-directional methodology for automated assessment of compliance to continuous application of clinical guidelines, and its evaluation in the type 2 diabetes domain.","We introduce a new approach for automated guideline-based-care quality assessment, the bidirectional knowledge-based assessment of compliance (BiKBAC) method, and the DiscovErr system, which implements it. Our methodology compares the guideline's Asbru-based formal representation, including its intentions, with the longitudinal medical record, using a top-down and bottom-up approach. Partial matches are resolved using fuzzy temporal logic. The system was evaluated in the type 2 Diabetes management domain, comparing it to three expert clinicians, including two diabetes experts. The system and the experts commented on the management of 10 patients, randomly selected from 2,000 diabetes patients. On average, each record spanned 5.23 years; the data included 1,584 medical transactions. The system provided 279 comments. The experts made 181 different unique comments. The completeness (recall) of the system was 91% when the gold standard was comments made by at least two of the three experts, and 98%, compared to comments made by all three experts. The experts also assessed all of the 114 medication-therapy-related comments, and a random 35% of the 165 tests-and-monitoring-related comments. The system's correctness (precision) was 81%, compared to comments judged as correct by both diabetes experts, and 91%, compared to comments judged as correct by one diabetes expert and at least as partially correct by the other. 89% of the comments were judged as important by both diabetes experts, 8% were judged as important by one expert, and 3% were judged as less important by both experts. Adding the validated system comments to the experts' comments, the completeness scores of the experts were 75%, 60%, and 55%; the expert correctness scores were respectively 99%, 91%, and 88%. Thus, the system could be ranked first in completeness and second in correctness. We conclude that systems such as DiscovErr can effectively assess the quality of continuous guideline-based care.",2,diagnosis
38768159,"Factors associated with oral health care behavior of people with type 2 diabetes mellitus: A hospital-based, cross-sectional study.","Oral healthcare behavior determines oral health status and the incidence of oral diseases. People with type 2 diabetes mellitus (T2DM) are at-risk of having low oral healthcare behavior and disease-related oral health. To investigate the oral health status and factors associated with oral healthcare behavior among people with T2DM in Thailand. In total, 401 people with T2DM participated in the study based on their attendance at a non-communicable disease clinic at sub-district health promotion hospitals in Bueng Kan, a north-eastern province in Thailand. A structured questionnaire was used to obtain variables of interest. Linear regression analysis at the 95% confidence interval (CI) was applied. The majority of participants were female (73.8%). More than three-quarters had more than 20 permanent teeth (77.6%), a decay missing filling tooth index was 10.6 teeth/person. Many participants had four permanent occlusal pairs (69.6%), had tooth decay (74.6%), and some participants had tooth filling (32.2%). Statistically significant factors associated with oral healthcare behavior were: having complications associated with diabetes mellitus (Beta = -0.097, 95%CI = -1.653, -0.046), oral health literacy (Beta = 0.119, 95%CI = 0.009, 0.150), educational level (Beta = 0.123, 95%CI = 0.103, 0.949), oral healthcare attitude (Beta = 0.258, 95%CI = 0.143, 0.333), and oral health services (Beta = 0.430, 95%CI = 0.298, 1.408). People with T2DM had good oral health status. People with T2DM with low oral health literacy, low attitude, and low level of oral health services were at a higher risk of poor oral healthcare behavior.",2,prevention
38768141,"Prevalence of dyslipidemia, hypertension and diabetes among tribal and rural population in a south Indian forested region.","While NCDs are in rise globally, tribal and rural populations residing near to reserve forests with limited exposure to modern lifestyles may bear a unique burden. This study investigates the prevalence and risk factors of hypertension, diabetes, and dyslipidemia among these communities. We conducted a cross-sectional study between 2018 and 2020 in the forest-dwelling population of Chamarajanagar, India. Using multistage stratified sampling based on caste and remoteness, we enrolled 608 participants aged over 18 years, including 259 non-tribal and 349 tribal individuals. Data collection includes the administration of STEPS questionnaire and measurement of fasting blood sugar, lipid levels, and blood pressure. The prevalence of diabetes, hypertension, and dyslipidemia were 4.6%, 28.8%, and 85.7%, respectively, among the study population. We also found abnormal levels of low-density lipoprotein (LDL), high-density lipoprotein (HDL), Triglycerides (TGA), Total cholesterol (TC), and very low-density lipoprotein (VLDL)in 4.9%, 82.4%, 22.7%, 5.8%, and 7.4% of participants, respectively. Significant differences were observed in diabetes, LDL abnormality, TGA abnormality, VLDL abnormality, and TC abnormality, but not in hypertension, dyslipidemia, or HDL abnormality, across the Socio Geographic Discrimination Index. We found a significant difference in diabetes and HDL abnormality, but not in hypertension, dyslipidemia, LDL abnormality, TGA abnormality, TC abnormality, or VLDL abnormality, between tribal and non-tribal populations living in the forest-dwelling area. Waist circumference was a significant independent predictor of diabetes among tribal participants, while wealth index, age, and waist circumference were significant predictors of hypertension. There were no significant predictors for dyslipidemia among tribal participants. Our study suggests that tribal population living in a remote area are at a lower risk of developing diabetes compared to non-tribal populations living in the same geographic area. However, the prevalence of hypertension and dyslipidemia among tribal populations remains high and comparable to that of the general population.",2,diagnosis
38768125,Glucose Responsive Coacervate Protocells from Microfluidics for Diabetic Wound Healing.,"The hyperglycemic pathophysiological environment in diabetic wounds is a major obstacle that impedes the healing process. Glucose-responsive wound healing materials are a promising approach to address this challenge. In this study, complex coacervate-based protocells are introduced for diabetic wound healing. By employing a microfluidic chip with an external mechanical vibrator, uniform coacervate microdroplets are generated via electrostatic interactions between diethylaminoethyl-dextran and double-stranded DNA. The spontaneous assembly of a phospholipid membrane on the droplet surface enhances its biocompatibility. Glucose oxidase and copper peroxide nanodots are integrated into microdroplets, enabling a glucose-responsive cascade that produces hydroxyl radicals as antibacterial agents. These features contribute to efficient antibacterial activity and wound healing in diabetic mice. The present protocells facilitate intelligent wound management, and the design of cascade catalytic coacervates can contribute to the development of various smart vehicles for drug delivery.",2,diagnosis
38768121,"Exploring the path to optimal diabetes care by unravelling the contextual factors affecting access, utilisation, and quality of primary health care in West Africa: A scoping review protocol.","The prevalence of diabetes in West Africa is increasing, posing a major public health threat. An estimated 24 million Africans have diabetes, with rates in West Africa around 2-6% and projected to rise 129% by 2045 according to the WHO. Over 90% of cases are Type 2 diabetes (IDF, World Bank). As diabetes is ambulatory care sensitive, good primary care is crucial to reduce complications and mortality. However, research on factors influencing diabetes primary care access, utilisation and quality in West Africa remains limited despite growing disease burden. While research has emphasised diabetes prevalence and risk factors in West Africa, there remains limited evidence on contextual influences on primary care. This scoping review aims to address these evidence gaps. Using the established methodology by Arksey and O'Malley, this scoping review will undergo six stages. The review will adopt the Preferred Reporting Items for Systematic Reviews and Meta-Analysis Extension for Scoping Review (PRISMA-ScR) guidelines to ensure methodological rigour. We will search four electronic databases and search through grey literature sources to thoroughly explore the topic. The identified articles will undergo thorough screening. We will collect data using a standardised data extraction form that covers study characteristics, population demographics, and study methods. The study will identify key themes and sub-themes related to primary healthcare access, utilisation, and quality. We will then analyse and summarise the data using a narrative synthesis approach. The findings and conclusive report will be finished and sent to a peer-reviewed publication within six months. This review protocol aims to systematically examine and assess the factors that impact the access, utilisation, and standard of primary healthcare services for diabetes in West Africa.",2,diagnosis
38768080,"A national audit of facilities, human and material resources for the comprehensive management of diabetes in Ghana-A 2023 update.","The human and material resources as well as the systems for managing diabetes in Africa are inadequate. This study or needs assessment, aimed at updating the human and material resources, identifying the gaps and unmet needs for comprehensive diabetes care in Ghana. We conducted a national audit of 122 facilities in all 16 administrative regions of Ghana. Information obtained covered areas on personnel and multidisciplinary teams, access to medications, access to laboratory services, financing, screening services, management of diabetes complications, and availability/use of diabetes guidelines or protocols. Data was analysed using STATA version 16.1. P-values <0.05 were set as significant. Only 85(69.7%) out of the 122 surveyed facilities had a dedicated centre or service for diabetes care. Twenty-eight (23%) had trained diabetes doctors/specialists; and whilst most centres had ophthalmic nurses and dieticians, majority of them did not have trained diabetes educators (nurses), psychologists, ophthalmologists, podiatrists, and foot/vascular surgeons. Also, 13.9% had monofilaments, none could perform urine dipstick for microalbumin; 5 (4.1%) and just over 50% could perform laboratory microalbumin estimation and glycated haemoglobin, respectively. Access to and supply of human insulins was better than analogue insulin in most centres. Nearly 100% of the institutions surveyed had access to metformin and sulphonylurea with good to excellent supply in most cases, whilst access to Sodium Glucose Transporter-2 inhibitors and Glucagon-like peptide-1 analogues were low, and moderate for Dipeptidyl peptidase-4 inhibitors and thiazolidinediones. Majority of the health facilities (95.1%) offered NHIS as payment mechanism for clients, whilst 68.0% and 30.3% of the patients paid for services using out-of-pocket and private insurance respectively. Fifteen facilities (12.3%) had Diabetes Support Groups in their locality and catchment areas. An urgent multisectoral collaboration, including prioritisation of resources at the facility level, to promote and achieve acceptable comprehensive diabetes care is required.",2,diagnosis
38768058,Metabolic dysregulation in obese women and the carcinogenesis of gynecological tumors: A review.,"Obesity is a significant health issue associated with increased cancer risks, including gynecological malignancies. The worldwide rise in obesity rates is significantly impacting both cancer development and treatment outcomes. Adipose tissue plays a crucial role in metabolism, secreting various substances that can influence cancer formation. In obese individuals, dysfunctional adipose tissue can contribute to cancer development through inflammation, insulin resistance, hormonal changes, and abnormal cholesterol metabolism. Studies have shown a strong correlation between obesity and gynecological cancers, particularly endometrial and breast cancers. Obesity not only increases the risk of developing these cancers but is also associated with poorer outcomes. Additionally, obesity affects the perioperative management of gynecological cancers, requiring specialized care due to increased complications and resistance to therapy. Treatment strategies for managing metabolic dysregulation in patients with gynecological cancers include weight management, statin therapy, and insulin-sensitizing medications. Emerging studies suggest that interventions like intermittent fasting and caloric restriction may enhance the effectiveness of cancer treatments. Furthermore, targeting cholesterol metabolism, such as with statins or proprotein convertase subtilisin/kexin type 9 (PCSK9) inhibitors, shows potential in cancer therapy. In conclusion, addressing metabolic issues, particularly obesity, is crucial in preventing and treating gynecological malignancies. Personalized approaches focusing on weight management and metabolic reprogramming may improve outcomes in these patients.",2,diagnosis
